row_id,run_id,config_id,model,candidate_id,schedule_policy,latency_p50_ms,latency_min_ms,latency_max_ms,quality_flag,claim_status,reasons
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_p50_fp16_default:h800_tvm:calib_h800_tvm_pyramid_p50_fp16_tuned_clean_20260625_203000_default_schedule,calib_h800_tvm_pyramid_p50_fp16_tuned_clean_20260625_203000_default_schedule,calibration_h800_tvm_pyramid_p50_fp16_default,pyramid_lidar,calibration:pyramid_lidar:p50,default,26.230501,26.23008,26.230871,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_trap25_fp16_default:h800_tvm:calib_h800_tvm_pyramid_trap25_fp16_tuned_clean_20260625_203000_default_schedule,calib_h800_tvm_pyramid_trap25_fp16_tuned_clean_20260625_203000_default_schedule,calibration_h800_tvm_pyramid_trap25_fp16_default,pyramid_lidar,calibration:pyramid_lidar:trap25,default,42.326876,42.326172,42.327602,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_pad64_fp16_default:h800_tvm:calib_h800_tvm_pyramid_pad64_fp16_tuned_clean_retry_20260625_193926_default_schedule,calib_h800_tvm_pyramid_pad64_fp16_tuned_clean_retry_20260625_193926_default_schedule,calibration_h800_tvm_pyramid_pad64_fp16_default,pyramid_lidar,calibration:pyramid_lidar:pad64,default,47.371281,47.369983999999995,47.38841,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_p75_fp16_default:h800_tvm:calib_h800_tvm_pyramid_p75_fp16_tuned_clean_20260625_203000_default_schedule,calib_h800_tvm_pyramid_p75_fp16_tuned_clean_20260625_203000_default_schedule,calibration_h800_tvm_pyramid_p75_fp16_default,pyramid_lidar,calibration:pyramid_lidar:p75,default,12.674736999999999,12.674200999999998,12.675296,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_iso_s0_fp16_default:h800_tvm:calib_h800_tvm_pyramid_iso_s0_fp16_tuned_clean_20260625_203000_default_schedule,calib_h800_tvm_pyramid_iso_s0_fp16_tuned_clean_20260625_203000_default_schedule,calibration_h800_tvm_pyramid_iso_s0_fp16_default,pyramid_lidar,calibration:pyramid_lidar:iso_s0,default,51.191752,51.185547,51.206797,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_iso_s1_fp16_default:h800_tvm:calib_h800_tvm_pyramid_iso_s1_fp16_tuned_clean_20260625_203000_default_schedule,calib_h800_tvm_pyramid_iso_s1_fp16_tuned_clean_20260625_203000_default_schedule,calibration_h800_tvm_pyramid_iso_s1_fp16_default,pyramid_lidar,calibration:pyramid_lidar:iso_s1,default,51.623512999999996,51.622363,51.626059,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_iso_s2_fp16_default:h800_tvm:calib_h800_tvm_pyramid_iso_s2_fp16_tuned_clean_20260625_203000_default_schedule,calib_h800_tvm_pyramid_iso_s2_fp16_tuned_clean_20260625_203000_default_schedule,calibration_h800_tvm_pyramid_iso_s2_fp16_default,pyramid_lidar,calibration:pyramid_lidar:iso_s2,default,51.956699,51.955902,51.957477,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s2_128_fp16_default:h800_tvm:calib_h800_tvm_pyramid_s2_128_fp16_tuned_clean_20260625_203000_default_schedule,calib_h800_tvm_pyramid_s2_128_fp16_tuned_clean_20260625_203000_default_schedule,calibration_h800_tvm_pyramid_s2_128_fp16_default,pyramid_lidar,calibration:pyramid_lidar:s2_128,default,61.399051,56.602105,62.989496,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_a_fp16_default:h800_tvm:calib_h800_tvm_pyramid_mix_a_fp16_medium_clean_g012_20260625_202323_default_schedule,calib_h800_tvm_pyramid_mix_a_fp16_medium_clean_g012_20260625_202323_default_schedule,calibration_h800_tvm_pyramid_mix_a_fp16_default,pyramid_lidar,calibration:pyramid_lidar:mix_a,default,35.793215,35.783688000000005,35.800523,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_a_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_mix_a_fp16_medium_clean_g012_20260625_202323,calib_h800_tvm_pyramid_mix_a_fp16_medium_clean_g012_20260625_202323,calibration_h800_tvm_pyramid_mix_a_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:mix_a,metaschedule_tuned,5.658444,5.655797,5.660848,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_c_fp16_default:h800_tvm:calib_h800_tvm_pyramid_mix_c_fp16_medium_clean_g012_20260625_202323_default_schedule,calib_h800_tvm_pyramid_mix_c_fp16_medium_clean_g012_20260625_202323_default_schedule,calibration_h800_tvm_pyramid_mix_c_fp16_default,pyramid_lidar,calibration:pyramid_lidar:mix_c,default,30.730201,30.730082,30.730775,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_c_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_mix_c_fp16_medium_clean_g012_20260625_202323,calib_h800_tvm_pyramid_mix_c_fp16_medium_clean_g012_20260625_202323,calibration_h800_tvm_pyramid_mix_c_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:mix_c,metaschedule_tuned,5.103264,5.103004,5.103312,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_d_fp16_default:h800_tvm:calib_h800_tvm_pyramid_mix_d_fp16_medium_clean_g012_20260625_202323_default_schedule,calib_h800_tvm_pyramid_mix_d_fp16_medium_clean_g012_20260625_202323_default_schedule,calibration_h800_tvm_pyramid_mix_d_fp16_default,pyramid_lidar,calibration:pyramid_lidar:mix_d,default,42.408594,42.406781,42.433137,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_d_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_mix_d_fp16_medium_clean_g012_20260625_202323,calib_h800_tvm_pyramid_mix_d_fp16_medium_clean_g012_20260625_202323,calibration_h800_tvm_pyramid_mix_d_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:mix_d,metaschedule_tuned,21.044262,21.043225,21.045759999999998,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s0_16_fp16_default:h800_tvm:calib_h800_tvm_pyramid_s0_16_fp16_medium_clean_g012_20260625_202323_default_schedule,calib_h800_tvm_pyramid_s0_16_fp16_medium_clean_g012_20260625_202323_default_schedule,calibration_h800_tvm_pyramid_s0_16_fp16_default,pyramid_lidar,calibration:pyramid_lidar:s0_16,default,39.468211000000004,39.449484,39.499457,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s0_16_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_s0_16_fp16_medium_clean_g012_20260625_202323,calib_h800_tvm_pyramid_s0_16_fp16_medium_clean_g012_20260625_202323,calibration_h800_tvm_pyramid_s0_16_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:s0_16,metaschedule_tuned,6.897531,5.854512,9.404179000000001,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s0_32_fp16_default:h800_tvm:calib_h800_tvm_pyramid_s0_32_fp16_medium_clean_g012_20260625_202323_default_schedule,calib_h800_tvm_pyramid_s0_32_fp16_medium_clean_g012_20260625_202323_default_schedule,calibration_h800_tvm_pyramid_s0_32_fp16_default,pyramid_lidar,calibration:pyramid_lidar:s0_32,default,44.633815999999996,44.630652000000005,44.65284,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s0_32_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_s0_32_fp16_medium_clean_g012_20260625_202323,calib_h800_tvm_pyramid_s0_32_fp16_medium_clean_g012_20260625_202323,calibration_h800_tvm_pyramid_s0_32_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:s0_32,metaschedule_tuned,5.967949,5.967661,5.974283000000001,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s1_32_fp16_default:h800_tvm:calib_h800_tvm_pyramid_s1_32_fp16_medium_clean_g012_20260625_202323_default_schedule,calib_h800_tvm_pyramid_s1_32_fp16_medium_clean_g012_20260625_202323_default_schedule,calibration_h800_tvm_pyramid_s1_32_fp16_default,pyramid_lidar,calibration:pyramid_lidar:s1_32,default,41.886586,41.871824000000004,41.888078,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s1_32_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_s1_32_fp16_medium_clean_g012_20260625_202323,calib_h800_tvm_pyramid_s1_32_fp16_medium_clean_g012_20260625_202323,calibration_h800_tvm_pyramid_s1_32_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:s1_32,metaschedule_tuned,3.761232,3.758691,3.7615149999999997,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s2_64_fp16_default:h800_tvm:calib_h800_tvm_pyramid_s2_64_fp16_medium_clean_g012_20260625_202323_default_schedule,calib_h800_tvm_pyramid_s2_64_fp16_medium_clean_g012_20260625_202323_default_schedule,calibration_h800_tvm_pyramid_s2_64_fp16_default,pyramid_lidar,calibration:pyramid_lidar:s2_64,default,43.567887,43.567656,43.568387,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_s2_64_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_s2_64_fp16_medium_clean_g012_20260625_202323,calib_h800_tvm_pyramid_s2_64_fp16_medium_clean_g012_20260625_202323,calibration_h800_tvm_pyramid_s2_64_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:s2_64,metaschedule_tuned,5.032552,5.030819,5.033688,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_b_fp16_default:h800_tvm:calib_h800_tvm_pyramid_mix_b_fp16_medium_clean_retry_g1_20260625_205310_default_schedule,calib_h800_tvm_pyramid_mix_b_fp16_medium_clean_retry_g1_20260625_205310_default_schedule,calibration_h800_tvm_pyramid_mix_b_fp16_default,pyramid_lidar,calibration:pyramid_lidar:mix_b,default,41.445578000000005,41.426773000000004,41.451797,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_b_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_mix_b_fp16_medium_clean_retry_g1_20260625_205310,calib_h800_tvm_pyramid_mix_b_fp16_medium_clean_retry_g1_20260625_205310,calibration_h800_tvm_pyramid_mix_b_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:mix_b,metaschedule_tuned,19.389803,19.388428,19.391707,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_base_fp16_default:h800_tvm:calib_h800_tvm_pyramid_base_p2_latency_repeat_20260625_233645_default,calib_h800_tvm_pyramid_base_p2_latency_repeat_20260625_233645_default,calibration_h800_tvm_pyramid_base_fp16_default,pyramid_lidar,calibration:pyramid_lidar:base,default,56.323715,56.300641000000006,56.325238,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_base_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_base_p2_latency_repeat_20260625_233645_metaschedule_tuned,calib_h800_tvm_pyramid_base_p2_latency_repeat_20260625_233645_metaschedule_tuned,calibration_h800_tvm_pyramid_base_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:base,metaschedule_tuned,6.212762,6.212401,6.21304,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_p50_fp16_default:h800_tvm:calib_h800_tvm_pyramid_p50_p2_latency_repeat_20260625_234009_default,calib_h800_tvm_pyramid_p50_p2_latency_repeat_20260625_234009_default,calibration_h800_tvm_pyramid_p50_fp16_default,pyramid_lidar,calibration:pyramid_lidar:p50,default,26.239023,26.238276999999997,26.239143,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_p50_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_p50_p2_latency_repeat_20260625_234009_metaschedule_tuned,calib_h800_tvm_pyramid_p50_p2_latency_repeat_20260625_234009_metaschedule_tuned,calibration_h800_tvm_pyramid_p50_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:p50,metaschedule_tuned,3.010426,3.01025,3.010874,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_trap25_fp16_default:h800_tvm:calib_h800_tvm_pyramid_trap25_p2_latency_repeat_20260625_234205_default,calib_h800_tvm_pyramid_trap25_p2_latency_repeat_20260625_234205_default,calibration_h800_tvm_pyramid_trap25_fp16_default,pyramid_lidar,calibration:pyramid_lidar:trap25,default,42.358457,42.34973,42.359129,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_trap25_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_trap25_p2_latency_repeat_20260625_234205_metaschedule_tuned,calib_h800_tvm_pyramid_trap25_p2_latency_repeat_20260625_234205_metaschedule_tuned,calibration_h800_tvm_pyramid_trap25_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:trap25,metaschedule_tuned,30.169297,21.621723000000003,46.872504,unstable_repeat,no_claim,repeat_max_min_ratio=2.168>2.000
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_b_fp16_default:h800_tvm:calib_h800_tvm_pyramid_mix_b_p2_latency_repeat_20260625_234558_default,calib_h800_tvm_pyramid_mix_b_p2_latency_repeat_20260625_234558_default,calibration_h800_tvm_pyramid_mix_b_fp16_default,pyramid_lidar,calibration:pyramid_lidar:mix_b,default,41.429097999999996,41.42732,41.447309000000004,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_b_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_mix_b_p2_latency_repeat_20260625_234558_metaschedule_tuned,calib_h800_tvm_pyramid_mix_b_p2_latency_repeat_20260625_234558_metaschedule_tuned,calibration_h800_tvm_pyramid_mix_b_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:mix_b,metaschedule_tuned,19.401178,19.398777,19.403521,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_d_fp16_default:h800_tvm:calib_h800_tvm_pyramid_mix_d_p2_latency_repeat_20260625_234914_default,calib_h800_tvm_pyramid_mix_d_p2_latency_repeat_20260625_234914_default,calibration_h800_tvm_pyramid_mix_d_fp16_default,pyramid_lidar,calibration:pyramid_lidar:mix_d,default,42.436141000000006,42.419691,42.438398,stable,claimable,
latency_lut:pyramid_lidar:calibration_h800_tvm_pyramid_mix_d_fp16_metaschedule_tuned:h800_tvm:calib_h800_tvm_pyramid_mix_d_p2_latency_repeat_20260625_234914_metaschedule_tuned,calib_h800_tvm_pyramid_mix_d_p2_latency_repeat_20260625_234914_metaschedule_tuned,calibration_h800_tvm_pyramid_mix_d_fp16_metaschedule_tuned,pyramid_lidar,calibration:pyramid_lidar:mix_d,metaschedule_tuned,21.050262,21.049580000000002,21.051074,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_p75_fp16_default:h800_tvm:overnight_6h_20260626_latency_p75_gpu2_default,overnight_6h_20260626_latency_p75_gpu2_default,overnight_h800_tvm_pyramid_p75_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:p75,default,12.675214,12.674937,12.678257,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_p75_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_p75_gpu2_metaschedule_tuned,overnight_6h_20260626_latency_p75_gpu2_metaschedule_tuned,overnight_h800_tvm_pyramid_p75_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:p75,metaschedule_tuned,0.475928,0.47562,0.476459,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_p50_fp16_default:h800_tvm:overnight_6h_20260626_latency_p50_gpu1_default,overnight_6h_20260626_latency_p50_gpu1_default,overnight_h800_tvm_pyramid_p50_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:p50,default,26.216641,26.215958999999998,26.216755000000003,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_p50_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_p50_gpu1_metaschedule_tuned,overnight_6h_20260626_latency_p50_gpu1_metaschedule_tuned,overnight_h800_tvm_pyramid_p50_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:p50,metaschedule_tuned,3.005734,3.005688,3.008759,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_base_fp16_default:h800_tvm:overnight_6h_20260626_latency_base_gpu0_default,overnight_6h_20260626_latency_base_gpu0_default,overnight_h800_tvm_pyramid_base_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:base,default,56.294385000000005,56.29225099999999,56.307031,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_base_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_base_gpu0_metaschedule_tuned,overnight_6h_20260626_latency_base_gpu0_metaschedule_tuned,overnight_h800_tvm_pyramid_base_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:base,metaschedule_tuned,6.213811,6.213013,6.215281,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_pad64_fp16_default:h800_tvm:overnight_6h_20260626_latency_pad64_gpu1_default,overnight_6h_20260626_latency_pad64_gpu1_default,overnight_h800_tvm_pyramid_pad64_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:pad64,default,47.395728000000005,47.386044999999996,47.409775,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_pad64_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_pad64_gpu1_metaschedule_tuned,overnight_6h_20260626_latency_pad64_gpu1_metaschedule_tuned,overnight_h800_tvm_pyramid_pad64_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:pad64,metaschedule_tuned,6.157657,6.1575820000000006,6.157865,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_trap25_fp16_default:h800_tvm:overnight_6h_20260626_latency_trap25_gpu0_default,overnight_6h_20260626_latency_trap25_gpu0_default,overnight_h800_tvm_pyramid_trap25_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:trap25,default,42.335918,42.334253,42.336323,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_trap25_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_trap25_gpu0_metaschedule_tuned,overnight_6h_20260626_latency_trap25_gpu0_metaschedule_tuned,overnight_h800_tvm_pyramid_trap25_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:trap25,metaschedule_tuned,21.620869,21.620388,21.621261999999998,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_iso_s0_fp16_default:h800_tvm:overnight_6h_20260626_latency_iso_s0_gpu2_default,overnight_6h_20260626_latency_iso_s0_gpu2_default,overnight_h800_tvm_pyramid_iso_s0_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:iso_s0,default,51.236758,51.233423,51.237368000000004,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_iso_s0_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_iso_s0_gpu2_metaschedule_tuned,overnight_6h_20260626_latency_iso_s0_gpu2_metaschedule_tuned,overnight_h800_tvm_pyramid_iso_s0_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:iso_s0,metaschedule_tuned,21.743608000000002,21.738899,21.754150000000003,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_s0_32_fp16_default:h800_tvm:overnight_6h_20260626_latency_s0_32_gpu1_default,overnight_6h_20260626_latency_s0_32_gpu1_default,overnight_h800_tvm_pyramid_s0_32_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:s0_32,default,44.642705,44.640474000000005,44.648359,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_s0_32_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_s0_32_gpu1_metaschedule_tuned,overnight_6h_20260626_latency_s0_32_gpu1_metaschedule_tuned,overnight_h800_tvm_pyramid_s0_32_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:s0_32,metaschedule_tuned,5.969176999999999,5.969076,5.970175,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_s0_16_fp16_default:h800_tvm:overnight_6h_20260626_latency_s0_16_gpu0_default,overnight_6h_20260626_latency_s0_16_gpu0_default,overnight_h800_tvm_pyramid_s0_16_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:s0_16,default,39.467169999999996,39.45196,39.471885,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_s0_16_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_s0_16_gpu0_metaschedule_tuned,overnight_6h_20260626_latency_s0_16_gpu0_metaschedule_tuned,overnight_h800_tvm_pyramid_s0_16_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:s0_16,metaschedule_tuned,5.858829,5.857139,5.869283,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_s2_64_fp16_default:h800_tvm:overnight_6h_20260626_latency_s2_64_gpu2_default,overnight_6h_20260626_latency_s2_64_gpu2_default,overnight_h800_tvm_pyramid_s2_64_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:s2_64,default,43.578042,43.577510000000004,43.578900999999995,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_s2_64_fp16_metaschedule_tuned:h800_tvm:overnight_6h_20260626_latency_s2_64_gpu2_metaschedule_tuned,overnight_6h_20260626_latency_s2_64_gpu2_metaschedule_tuned,overnight_h800_tvm_pyramid_s2_64_fp16_metaschedule_tuned,Pyramid-LiDAR,overnight:pyramid_lidar:s2_64,metaschedule_tuned,5.040033,5.038315,5.05313,stable,claimable,
latency_lut:Pyramid-LiDAR:overnight_h800_tvm_pyramid_iso_s1_fp16_default:h800_tvm:overnight_6h_20260626_latency_iso_s1_gpu1_default,overnight_6h_20260626_latency_iso_s1_gpu1_default,overnight_h800_tvm_pyramid_iso_s1_fp16_default,Pyramid-LiDAR,overnight:pyramid_lidar:iso_s1,default,51.58439,51.581943,51.595645,stable,claimable,
